date,tot_trucks
2020-01-01,11
2020-01-02,51
2020-01-03,48
2020-01-04,21
2020-01-05,6
2020-01-06,53
2020-01-07,50
2020-01-08,42
2020-01-09,39
2020-01-10,41
2020-01-11,22
2020-01-12,2
2020-01-13,51
2020-01-14,40
2020-01-15,37
2020-01-16,42
2020-01-17,37
2020-01-18,14
2020-01-19,7
2020-01-20,47
2020-01-21,49
2020-01-22,46
2020-01-23,42
2020-01-24,46
2020-01-25,18
2020-01-26,5
2020-01-27,58
2020-01-28,41
2020-01-29,41
2020-01-30,47
2020-01-31,50
2020-02-01,23
2020-02-02,8
2020-02-03,54
2020-02-04,40
2020-02-05,37
2020-02-06,48
2020-02-07,48
2020-02-08,23
2020-02-09,7
2020-02-10,44
2020-02-11,42
2020-02-12,51
2020-02-13,52
2020-02-14,46
2020-02-15,26
2020-02-16,4
2020-02-17,56
2020-02-18,59
2020-02-19,46
2020-02-20,46
2020-02-21,45
2020-02-22,15
2020-02-23,4
2020-02-24,51
2020-02-25,51
2020-02-26,46
2020-02-27,48
2020-02-28,43
2020-02-29,21
2020-03-01,7
2020-03-02,58
2020-03-03,59
2020-03-04,52
2020-03-05,52
2020-03-06,50
2020-03-07,27
2020-03-08,3
2020-03-09,63
2020-03-10,49
2020-03-11,50
2020-03-12,45
2020-03-13,45
2020-03-14,29
2020-03-15,8
2020-03-16,58
2020-03-17,56
2020-03-18,56
2020-03-19,53
2020-03-20,45
2020-03-21,23
2020-03-22,7
2020-03-23,57
2020-03-24,46
2020-03-25,42
2020-03-26,38
2020-03-27,48
2020-03-28,28
2020-03-29,9
2020-03-30,55
2020-03-31,52
2020-04-01,49
2020-04-02,51
2020-04-03,49
2020-04-04,31
2020-04-05,5
2020-04-06,67
2020-04-07,54
2020-04-08,57
2020-04-09,64
2020-04-10,56
2020-04-11,22
2020-04-12,5
2020-04-13,65
2020-04-14,62
2020-04-15,43
2020-04-16,50
2020-04-17,52
2020-04-18,26
2020-04-19,8
2020-04-20,52
2020-04-21,48
2020-04-22,40
2020-04-23,48
2020-04-24,51
2020-04-25,30
2020-04-26,7
2020-04-27,61
2020-04-28,51
2020-04-29,46
2020-04-30,53
2020-05-01,50
2020-05-02,28
2020-05-03,3
2020-05-04,59
2020-05-05,57
2020-05-06,43
2020-05-07,53
2020-05-08,51
2020-05-09,21
2020-05-10,6
2020-05-11,54
2020-05-12,45
2020-05-13,39
2020-05-14,45
2020-05-15,46
2020-05-16,22
2020-05-17,6
2020-05-18,55
2020-05-19,44
2020-05-20,45
2020-05-21,54
2020-05-22,48
2020-05-23,26
2020-05-24,5
2020-05-25,53
2020-05-26,45
2020-05-27,32
2020-05-28,48
2020-05-29,47
2020-05-30,21
2020-05-31,6
2020-06-01,52
2020-06-02,53
2020-06-03,39
2020-06-04,45
2020-06-05,46
2020-06-06,26
2020-06-07,5
2020-06-08,60
2020-06-09,56
2020-06-10,53
2020-06-11,53
2020-06-12,57
2020-06-13,22
2020-06-14,8
2020-06-15,59
2020-06-16,49
2020-06-17,47
2020-06-18,49
2020-06-19,48
2020-06-20,23
2020-06-21,6
2020-06-22,57
2020-06-23,48
