date,tot_trucks
2020-01-01,9
2020-01-02,43
2020-01-03,38
2020-01-04,19
2020-01-05,4
2020-01-06,41
2020-01-07,39
2020-01-08,35
2020-01-09,32
2020-01-10,32
2020-01-11,18
2020-01-12,2
2020-01-13,40
2020-01-14,33
2020-01-15,31
2020-01-16,34
2020-01-17,31
2020-01-18,13
2020-01-19,5
2020-01-20,38
2020-01-21,37
2020-01-22,35
2020-01-23,36
2020-01-24,34
2020-01-25,15
2020-01-26,4
2020-01-27,45
2020-01-28,34
2020-01-29,36
2020-01-30,35
2020-01-31,38
2020-02-01,20
2020-02-02,7
2020-02-03,39
2020-02-04,32
2020-02-05,32
2020-02-06,36
2020-02-07,35
2020-02-08,18
2020-02-09,5
2020-02-10,36
2020-02-11,34
2020-02-12,40
2020-02-13,43
2020-02-14,34
2020-02-15,23
2020-02-16,4
2020-02-17,44
2020-02-18,44
2020-02-19,36
2020-02-20,36
2020-02-21,34
2020-02-22,14
2020-02-23,3
2020-02-24,41
2020-02-25,40
2020-02-26,35
2020-02-27,36
2020-02-28,34
2020-02-29,19
2020-03-01,5
2020-03-02,44
2020-03-03,45
2020-03-04,43
2020-03-05,44
2020-03-06,36
2020-03-07,21
2020-03-08,3
2020-03-09,49
2020-03-10,37
2020-03-11,41
2020-03-12,37
2020-03-13,32
2020-03-14,25
2020-03-15,5
2020-03-16,44
2020-03-17,44
2020-03-18,43
2020-03-19,38
2020-03-20,36
2020-03-21,20
2020-03-22,6
2020-03-23,43
2020-03-24,36
2020-03-25,34
2020-03-26,30
2020-03-27,37
2020-03-28,23
2020-03-29,8
2020-03-30,44
2020-03-31,43
2020-04-01,38
2020-04-02,38
2020-04-03,36
2020-04-04,27
2020-04-05,5
2020-04-06,55
2020-04-07,43
2020-04-08,44
2020-04-09,50
2020-04-10,44
2020-04-11,21
2020-04-12,4
2020-04-13,52
2020-04-14,50
2020-04-15,38
2020-04-16,41
2020-04-17,44
2020-04-18,23
2020-04-19,7
2020-04-20,43
2020-04-21,37
2020-04-22,33
2020-04-23,38
2020-04-24,39
2020-04-25,22
2020-04-26,5
2020-04-27,45
2020-04-28,42
2020-04-29,35
2020-04-30,41
2020-05-01,39
2020-05-02,22
2020-05-03,2
2020-05-04,46
2020-05-05,44
2020-05-06,35
2020-05-07,44
2020-05-08,37
2020-05-09,20
2020-05-10,5
2020-05-11,44
2020-05-12,37
2020-05-13,29
2020-05-14,35
2020-05-15,36
2020-05-16,16
2020-05-17,5
2020-05-18,45
2020-05-19,37
2020-05-20,35
2020-05-21,46
2020-05-22,38
2020-05-23,22
2020-05-24,4
2020-05-25,39
2020-05-26,37
2020-05-27,25
2020-05-28,38
2020-05-29,36
2020-05-30,18
2020-05-31,6
2020-06-01,41
2020-06-02,41
2020-06-03,33
2020-06-04,35
2020-06-05,38
2020-06-06,21
2020-06-07,4
2020-06-08,50
2020-06-09,44
2020-06-10,42
2020-06-11,40
2020-06-12,45
2020-06-13,19
2020-06-14,6
2020-06-15,45
2020-06-16,41
2020-06-17,35
2020-06-18,38
2020-06-19,40
2020-06-20,21
2020-06-21,5
2020-06-22,45
2020-06-23,37
2020-06-24,33
2020-06-25,37
2020-06-26,35
2020-06-27,18
2020-06-28,4
2020-06-29,42
2020-06-30,48
2020-07-01,40
2020-07-02,38
2020-07-03,35
2020-07-04,19
2020-07-05,4
2020-07-06,53
2020-07-07,48
2020-07-08,36
2020-07-09,44
2020-07-10,39
2020-07-11,21
2020-07-12,3
2020-07-13,52
2020-07-14,52
2020-07-15,38
2020-07-16,42
2020-07-17,40
2020-07-18,20
2020-07-19,3
2020-07-20,52
2020-07-21,46
2020-07-22,35
2020-07-23,42
2020-07-24,39
2020-07-25,13
2020-07-26,6
2020-07-27,43
2020-07-28,41
2020-07-29,37
2020-07-30,38
2020-07-31,39
2020-08-01,21
2020-08-02,6
2020-08-03,37
2020-08-04,38
2020-08-05,31
2020-08-06,34
2020-08-07,36
2020-08-08,10
2020-08-09,7
2020-08-10,35
2020-08-11,38
2020-08-12,31
2020-08-13,35
2020-08-14,37
2020-08-15,16
2020-08-16,5
2020-08-17,37
2020-08-18,51
2020-08-19,41
2020-08-20,40
2020-08-21,40
2020-08-22,17
2020-08-23,4
2020-08-24,47
2020-08-25,43
2020-08-26,33
2020-08-27,35
2020-08-28,36
2020-08-29,18
2020-08-30,7
2020-08-31,40
2020-09-01,40
2020-09-02,33
2020-09-03,39
2020-09-04,36
2020-09-05,13
2020-09-06,5
2020-09-07,43
2020-09-08,51
2020-09-09,38
2020-09-10,43
2020-09-11,39
2020-09-12,25
2020-09-13,4
2020-09-14,45
2020-09-15,49
2020-09-16,32
2020-09-17,44
2020-09-18,37
2020-09-19,17
2020-09-20,4
2020-09-21,39
2020-09-22,39
2020-09-23,34
2020-09-24,38
2020-09-25,38
2020-09-26,15
2020-09-27,1
2020-09-28,35
2020-09-29,39
2020-09-30,35
2020-10-01,33
2020-10-02,31
2020-10-03,13
2020-10-04,5
2020-10-05,42
2020-10-06,43
2020-10-07,41
2020-10-08,39
2020-10-09,37
2020-10-10,11
2020-10-11,3
2020-10-12,44
2020-10-13,41
2020-10-14,30
2020-10-15,37
2020-10-16,36
2020-10-17,17
2020-10-18,4
2020-10-19,45
2020-10-20,39
2020-10-21,38
2020-10-22,34
2020-10-24,8
2020-10-25,3
2020-10-26,48
2020-10-27,47
2020-10-28,37
2020-10-29,40
2020-10-30,32
2020-10-31,12
2020-11-01,3
2020-11-02,41
2020-11-03,45
2020-11-04,41
2020-11-05,46
2020-11-06,35
2020-11-07,13
2020-11-08,7
2020-11-09,41
2020-11-10,42
2020-11-11,39
2020-11-12,37
2020-11-13,37
2020-11-14,17
2020-11-15,7
2020-11-16,45
2020-11-17,42
2020-11-18,44
2020-11-19,44
2020-11-20,37
2020-11-21,22
2020-11-22,10
2020-11-23,42
2020-11-24,42
2020-11-25,38
2020-11-26,36
2020-11-27,40
2020-11-28,16
2020-11-29,8
2020-11-30,40
2020-12-01,40
2020-12-02,31
2020-12-03,38
2020-12-04,35
2020-12-05,16
2020-12-06,10
2020-12-07,39
2020-12-08,45
2020-12-09,38
2020-12-10,50
2020-12-11,39
2020-12-12,22
2020-12-13,11
2020-12-14,46
2020-12-15,46
2020-12-16,33
2020-12-17,37
2020-12-18,37
2020-12-19,20
2020-12-20,12
2020-12-21,41
2020-12-22,39
2020-12-23,41
2020-12-24,38
2020-12-25,22
2020-12-26,19
2020-12-27,17
2020-12-28,40
2020-12-29,47
2020-12-30,40
2020-12-31,41
2021-01-01,20
2021-01-02,17
2021-01-03,10
2021-01-04,46
2021-01-05,47
2021-01-06,35
2021-01-07,37
2021-01-08,36
2021-01-09,13
2021-01-10,6
2021-01-11,43
2021-01-12,37
2021-01-13,32
2021-01-14,37
2021-01-15,36
2021-01-16,16
2021-01-17,5
2021-01-18,42
2021-01-19,39
2021-01-20,32
2021-01-21,33
2021-01-22,36
2021-01-23,15
2021-01-24,5
2021-01-25,38
2021-01-26,39
2021-01-27,30
2021-01-28,31
2021-01-29,26
2021-01-30,21
2021-01-31,5
2021-02-01,39
2021-02-02,33
2021-02-03,30
2021-02-04,32
2021-02-05,39
2021-02-06,17
2021-02-08,13
2021-02-09,28
2021-02-10,27
2021-02-11,34
2021-02-12,37
2021-02-13,19
2021-02-14,9
2021-02-15,22
2021-02-16,37
2021-02-17,32
2021-02-18,31
2021-02-19,29
2021-02-20,17
2021-02-21,8
2021-02-22,43
2021-02-23,42
2021-02-24,47
2021-02-25,43
2021-02-26,35
2021-02-27,18
2021-02-28,6
2021-03-01,41
2021-03-02,43
2021-03-03,33
2021-03-04,37
2021-03-05,35
2021-03-06,18
2021-03-07,5
2021-03-08,40
2021-03-09,29
2021-03-10,33
2021-03-11,34
2021-03-12,37
2021-03-13,10
2021-03-14,5
2021-03-15,33
2021-03-16,37
2021-03-17,29
2021-03-18,25
2021-03-19,30
2021-03-20,16
2021-03-21,6
2021-03-22,32
2021-03-23,35
2021-03-24,33
2021-03-25,29
2021-03-26,34
2021-03-27,17
2021-03-28,7
2021-03-29,36
2021-03-30,34
2021-03-31,33
2021-04-01,38
2021-04-02,31
2021-04-03,12
2021-04-04,10
2021-04-05,35
2021-04-06,33
2021-04-07,32
2021-04-08,36
2021-04-09,28
2021-04-10,20
2021-04-11,6
2021-04-12,35
2021-04-13,32
2021-04-14,29
2021-04-15,35
2021-04-16,36
2021-04-17,16
2021-04-18,7
2021-04-19,34
2021-04-20,36
2021-04-21,30
2021-04-22,37
2021-04-23,31
2021-04-24,21
2021-04-25,6
2021-04-26,37
2021-04-27,41
2021-04-28,30
2021-04-29,34
2021-04-30,37
2021-05-01,20
2021-05-02,8
2021-05-03,40
2021-05-04,39
2021-05-05,28
2021-05-06,36
2021-05-07,33
2021-05-08,24
2021-05-09,11
2021-05-10,35
2021-05-11,41
2021-05-12,28
2021-05-13,30
2021-05-14,33
2021-05-15,17
2021-05-16,10
2021-05-17,32
2021-05-18,31
2021-05-19,34
2021-05-20,29
2021-05-21,34
2021-05-22,23
2021-05-23,13
2021-05-24,34
2021-05-25,32
2021-05-26,31
2021-05-27,32
2021-05-28,29
2021-05-29,26
2021-05-30,8
2021-05-31,39
2021-06-01,29
2021-06-02,35
2021-06-03,35
2021-06-04,39
2021-06-05,20
2021-06-06,7
2021-06-07,40
2021-06-08,39
2021-06-09,35
2021-06-10,38
2021-06-11,36
2021-06-12,22
2021-06-13,9
2021-06-14,32
2021-06-15,37
2021-06-16,32
2021-06-17,31
2021-06-18,34
2021-06-19,20
2021-06-20,9
2021-06-21,36
2021-06-22,37
2021-06-23,37
2021-06-24,44
2021-06-25,42
2021-06-26,20
2021-06-27,7
2021-06-28,44
2021-06-29,42
2021-06-30,34
2021-07-01,39
2021-07-02,35
2021-07-03,18
2021-07-04,7
2021-07-05,41
2021-07-06,42
2021-07-07,37
2021-07-08,34
2021-07-09,36
2021-07-10,22
2021-07-11,9
2021-07-12,33
2021-07-13,38
2021-07-14,38
2021-07-15,42
2021-07-16,34
2021-07-17,22
2021-07-18,9
2021-07-19,36
2021-07-20,34
2021-07-21,34
2021-07-22,33
2021-07-23,34
2021-07-24,23
2021-07-25,7
2021-07-26,32
2021-07-27,32
2021-07-28,33
2021-07-29,33
2021-07-30,34
2021-07-31,16
2021-08-01,6
2021-08-02,32
2021-08-03,30
2021-08-04,26
2021-08-05,30
2021-08-06,24
2021-08-07,10
2021-08-08,2
2021-08-09,13
2021-08-10,28
2021-08-11,33
2021-08-12,31
2021-08-13,33
2021-08-14,16
2021-08-15,13
2021-08-16,30
2021-08-17,26
2021-08-18,32
2021-08-19,30
2021-08-20,26
2021-08-21,20
2021-08-22,11
2021-08-23,34
2021-08-24,30
2021-08-25,34
2021-08-26,32
2021-08-27,30
2021-08-28,15
2021-08-29,10
2021-08-30,36
2021-08-31,31
2021-09-01,41
2021-09-02,34
2021-09-03,43
2021-09-04,21
2021-09-05,12
2021-09-06,42
2021-09-07,42
2021-09-08,33
2021-09-09,36
2021-09-10,35
2021-09-11,19
2021-09-12,8
2021-09-13,36
2021-09-14,32
2021-09-15,33
2021-09-16,33
2021-09-17,37
2021-09-18,17
2021-09-19,9
2021-09-20,38
2021-09-21,44
2021-09-22,37
2021-09-23,32
2021-09-24,36
2021-09-25,18
2021-09-26,12
2021-09-27,37
2021-09-28,39
2021-09-29,28
2021-09-30,28
2021-10-01,28
2021-10-02,12
2021-10-03,10
2021-10-04,39
2021-10-05,42
2021-10-06,34
2021-10-07,39
2021-10-08,35
2021-10-09,20
2021-10-10,12
2021-10-11,33
2021-10-12,31
2021-10-13,30
2021-10-14,36
2021-10-15,32
2021-10-16,21
2021-10-17,15
2021-10-18,35
2021-10-19,35
2021-10-20,33
2021-10-21,34
2021-10-22,35
2021-10-23,15
2021-10-24,13
2021-10-25,38
2021-10-26,39
2021-10-27,38
2021-10-28,37
2021-10-29,38
2021-10-30,26
2021-10-31,15
2021-11-01,40
2021-11-02,40
2021-11-03,37
2021-11-04,33
2021-11-05,32
2021-11-06,16
2021-11-07,7
2021-11-08,39
2021-11-09,40
2021-11-10,38
2021-11-11,34
2021-11-12,36
2021-11-13,16
2021-11-14,5
2021-11-15,40
2021-11-16,37
2021-11-17,30
2021-11-18,34
2021-11-19,37
2021-11-20,14
2021-11-21,7
2021-11-22,33
