date,tot_trucks
2020-12-21,49
2020-12-22,47
2020-12-23,49
2020-12-24,47
2020-12-25,24
2020-12-26,20
2020-12-27,18
2020-12-28,47
2020-12-29,51
2020-12-30,47
2020-12-31,46
2021-01-01,23
2021-01-02,18
2021-01-03,11
2021-01-04,54
2021-01-05,53
2021-01-06,42
2021-01-07,41
2021-01-08,43
2021-01-09,16
2021-01-10,7
2021-01-11,48
2021-01-12,41
2021-01-13,37
2021-01-14,37
2021-01-15,41
2021-01-16,16
2021-01-17,6
2021-01-18,49
2021-01-19,46
2021-01-20,36
2021-01-21,37
2021-01-22,40
2021-01-23,13
2021-01-24,5
2021-01-25,42
2021-01-26,42
2021-01-27,30
2021-01-28,35
2021-01-29,31
2021-01-30,23
2021-01-31,5
2021-02-01,47
2021-02-02,38
2021-02-03,30
2021-02-04,40
2021-02-05,43
2021-02-06,19
2021-02-08,15
2021-02-09,29
2021-02-10,33
2021-02-11,39
2021-02-12,45
2021-02-13,22
2021-02-14,10
2021-02-15,22
2021-02-16,46
2021-02-17,38
2021-02-18,39
2021-02-19,37
2021-02-20,18
2021-02-21,7
2021-02-22,50
2021-02-23,47
2021-02-24,51
2021-02-25,48
2021-02-26,42
2021-02-27,21
2021-02-28,8
2021-03-01,47
2021-03-02,52
2021-03-03,43
2021-03-04,41
2021-03-05,38
2021-03-06,19
2021-03-07,6
2021-03-08,43
2021-03-09,35
2021-03-10,38
2021-03-11,39
2021-03-12,47
2021-03-13,12
2021-03-14,6
2021-03-15,43
2021-03-16,42
2021-03-17,33
2021-03-18,30
2021-03-19,33
2021-03-20,16
2021-03-21,6
2021-03-22,39
2021-03-23,41
2021-03-24,36
2021-03-25,32
2021-03-26,40
2021-03-27,19
2021-03-28,7
2021-03-29,43
2021-03-30,40
2021-03-31,35
2021-04-01,46
2021-04-02,37
2021-04-03,13
2021-04-04,8
2021-04-05,40
2021-04-06,38
2021-04-07,35
2021-04-08,38
2021-04-09,33
2021-04-10,20
2021-04-11,7
2021-04-12,40
2021-04-13,38
2021-04-14,37
2021-04-15,40
2021-04-16,42
2021-04-17,16
2021-04-18,8
2021-04-19,44
2021-04-20,42
2021-04-21,37
2021-04-22,44
2021-04-23,39
2021-04-24,24
2021-04-25,7
2021-04-26,46
2021-04-27,47
2021-04-28,33
2021-04-29,41
2021-04-30,39
2021-05-01,24
2021-05-02,9
2021-05-03,46
2021-05-04,46
2021-05-05,32
2021-05-06,42
2021-05-07,38
2021-05-08,24
2021-05-09,12
2021-05-10,40
2021-05-11,45
2021-05-12,33
2021-05-13,37
2021-05-14,41
2021-05-15,20
2021-05-16,13
2021-05-17,36
2021-05-18,37
2021-05-19,38
2021-05-20,38
2021-05-21,37
2021-05-22,28
2021-05-23,14
2021-05-24,36
2021-05-25,38
2021-05-26,37
2021-05-27,35
2021-05-28,32
2021-05-29,28
2021-05-30,10
2021-05-31,44
2021-06-01,32
2021-06-02,41
2021-06-03,37
2021-06-04,41
2021-06-05,21
2021-06-06,9
2021-06-07,43
2021-06-08,41
2021-06-09,40
2021-06-10,47
2021-06-11,42
2021-06-12,22
2021-06-13,10
2021-06-14,39
2021-06-15,39
2021-06-16,39
2021-06-17,34
2021-06-18,37
2021-06-19,25
2021-06-20,9
2021-06-21,41
2021-06-22,45
2021-06-23,44
2021-06-24,47
2021-06-25,48
2021-06-26,20
2021-06-27,8
2021-06-28,44
2021-06-29,49
2021-06-30,38
2021-07-01,45
2021-07-02,41
2021-07-03,23
2021-07-04,7
2021-07-05,47
2021-07-06,48
2021-07-07,43
2021-07-08,36
2021-07-09,41
2021-07-10,28
2021-07-11,9
2021-07-12,40
2021-07-13,41
2021-07-14,45
2021-07-15,47
2021-07-16,40
2021-07-17,23
2021-07-18,11
2021-07-19,38
2021-07-20,39
2021-07-21,40
2021-07-22,37
2021-07-23,39
2021-07-24,26
2021-07-25,9
2021-07-26,38
2021-07-27,40
2021-07-28,39
2021-07-29,38
2021-07-30,37
2021-07-31,17
2021-08-01,8
2021-08-02,36
2021-08-03,36
2021-08-04,30
2021-08-05,34
2021-08-06,31
2021-08-07,11
2021-08-08,2
2021-08-09,14
2021-08-10,34
2021-08-11,36
2021-08-12,33
2021-08-13,36
2021-08-14,19
2021-08-15,13
2021-08-16,33
2021-08-17,32
2021-08-18,35
2021-08-19,34
2021-08-20,32
2021-08-21,21
2021-08-22,12
2021-08-23,37
2021-08-24,36
2021-08-25,37
2021-08-26,38
2021-08-27,36
2021-08-28,20
2021-08-29,12
2021-08-30,41
2021-08-31,36
2021-09-01,48
2021-09-02,38
2021-09-03,46
2021-09-04,22
2021-09-05,15
2021-09-06,46
2021-09-07,48
2021-09-08,38
2021-09-09,44
2021-09-10,39
2021-09-11,19
2021-09-12,10
2021-09-13,40
2021-09-14,40
2021-09-15,39
2021-09-16,37
2021-09-17,44
2021-09-18,21
2021-09-19,10
2021-09-20,44
2021-09-21,50
2021-09-22,44
2021-09-23,40
2021-09-24,40
2021-09-25,23
2021-09-26,13
2021-09-27,42
2021-09-28,40
2021-09-29,35
2021-09-30,35
2021-10-01,37
2021-10-02,14
2021-10-03,12
2021-10-04,42
2021-10-05,48
2021-10-06,39
2021-10-07,52
2021-10-08,41
2021-10-09,23
2021-10-10,13
2021-10-11,37
2021-10-12,34
2021-10-13,40
2021-10-14,41
2021-10-15,36
2021-10-16,22
2021-10-17,15
2021-10-18,39
2021-10-19,39
2021-10-20,36
2021-10-21,37
2021-10-22,35
2021-10-23,18
2021-10-24,15
2021-10-25,44
2021-10-26,42
2021-10-27,42
2021-10-28,40
2021-10-29,43
2021-10-30,30
2021-10-31,18
2021-11-01,49
2021-11-02,43
2021-11-03,42
2021-11-04,42
2021-11-05,36
2021-11-06,18
2021-11-07,7
2021-11-08,47
2021-11-09,45
2021-11-10,41
2021-11-11,40
2021-11-12,41
2021-11-13,19
2021-11-14,5
2021-11-15,45
2021-11-16,43
2021-11-17,34
2021-11-18,38
2021-11-19,45
2021-11-20,16
2021-11-21,8
2021-11-22,40
2021-11-23,38
2021-11-24,39
2021-11-25,39
2021-11-26,34
2021-11-27,17
2021-11-28,8
2021-11-29,39
2021-11-30,49
2021-12-01,35
2021-12-02,39
2021-12-03,29
2021-12-04,16
2021-12-05,4
2021-12-06,40
2021-12-07,30
2021-12-08,34
2021-12-09,42
2021-12-10,41
2021-12-11,20
2021-12-12,5
2021-12-13,44
2021-12-22,37
2021-12-23,40
2021-12-24,40
2021-12-25,24
2021-12-26,9
2021-12-27,32
2021-12-28,42
2021-12-29,37
2021-12-30,38
2021-12-31,41
